attribute,global_step,epoch,train_loss,eval_loss,learning_rate,grad_norm,timestamp
verbosity,290,1.155611,0.77486819,0.79958644,7.6102709327e-05,0.32421875,2026-07-01T11:48:52.793524+00:00
verbosity,300,1.195511,0.74786347,,7.43189144157e-05,0.41796875,2026-07-01T11:49:03.910991+00:00
verbosity,300,1.195511,1.06463981,0.80003719,7.43189144157e-05,0.41796875,2026-07-01T11:49:09.472975+00:00
verbosity,310,1.235411,0.67017993,,7.24970878963e-05,0.28710938,2026-07-01T11:49:19.351341+00:00
verbosity,310,1.235411,0.64353657,0.79853583,7.24970878963e-05,0.28710938,2026-07-01T11:49:24.916014+00:00
verbosity,320,1.275312,0.70739298,,7.06408162536e-05,0.33007812,2026-07-01T11:49:35.501274+00:00
verbosity,320,1.275312,0.73865372,0.79992985,7.06408162536e-05,0.33007812,2026-07-01T11:49:41.062917+00:00
verbosity,330,1.315212,0.83767624,,6.87537537817e-05,0.36132812,2026-07-01T11:49:50.457052+00:00
verbosity,330,1.315212,0.76919538,0.79898869,6.87537537817e-05,0.36132812,2026-07-01T11:49:56.021584+00:00
verbosity,340,1.355112,0.70184194,,6.68396153902e-05,0.34179688,2026-07-01T11:50:05.736286+00:00
verbosity,340,1.355112,0.76268834,0.79877772,6.68396153902e-05,0.34179688,2026-07-01T11:50:11.298472+00:00
verbosity,350,1.395012,0.73534787,,6.4902169291e-05,0.31250000,2026-07-01T11:50:22.621160+00:00
verbosity,350,1.395012,0.64619082,0.79864150,6.4902169291e-05,0.31250000,2026-07-01T11:50:28.185859+00:00
verbosity,360,1.434913,0.73163086,,6.29452295797e-05,0.39648438,2026-07-01T11:50:39.058683+00:00
verbosity,360,1.434913,0.69066942,0.79901382,6.29452295797e-05,0.39648438,2026-07-01T11:50:44.614481+00:00
verbosity,370,1.474813,0.78026872,,6.09726487278e-05,0.34179688,2026-07-01T11:50:53.618074+00:00
verbosity,370,1.474813,0.82951528,0.79892579,6.09726487278e-05,0.34179688,2026-07-01T11:50:59.184837+00:00
verbosity,380,1.514713,0.76293893,,5.8988309998e-05,0.33984375,2026-07-01T11:51:08.548699+00:00
verbosity,380,1.514713,0.68181974,0.79856436,5.8988309998e-05,0.33984375,2026-07-01T11:51:14.111137+00:00
verbosity,390,1.554613,0.81065179,,5.69961198e-05,0.33007812,2026-07-01T11:51:23.654826+00:00
verbosity,390,1.554613,0.74427915,0.79852181,5.69961198e-05,0.33007812,2026-07-01T11:51:29.219199+00:00
