p_name,method,params,label,U_p_baseline,U_p_lambda,delta_u_p,ci_low,ci_high,excludes_zero,p_value,p_holm,holm_improves,holm_harms,significant,selection_regret,baseline_regret
only_correctness,Fair,"alpha=1.0,eps=0.02","Fair(alpha=1.0,eps=0.02)",0.5603271484375,0.5603271484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.004418945312499978,0.004418945312499978
only_correctness,Fair,"alpha=1.0,eps=0.05","Fair(alpha=1.0,eps=0.05)",0.5603271484375,0.560546875,0.0002197265625,0.0,0.0006591796875,False,0.7314,1.0,False,False,False,0.004199218749999956,0.004418945312499978
only_correctness,Fair,"alpha=1.0,eps=0.1","Fair(alpha=1.0,eps=0.1)",0.5603271484375,0.560546875,0.0002197265625,0.0,0.0006591796875,False,0.7314,1.0,False,False,False,0.004199218749999956,0.004418945312499978
only_correctness,Fair,"alpha=2.0,eps=0.02","Fair(alpha=2.0,eps=0.02)",0.5603271484375,0.5603271484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.004418945312499978,0.004418945312499978
only_correctness,Fair,"alpha=2.0,eps=0.05","Fair(alpha=2.0,eps=0.05)",0.5603271484375,0.5603271484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.004418945312499978,0.004418945312499978
only_correctness,Fair,"alpha=2.0,eps=0.1","Fair(alpha=2.0,eps=0.1)",0.5603271484375,0.560546875,0.0002197265625,0.0,0.0006591796875,False,0.7314,1.0,False,False,False,0.004199218749999956,0.004418945312499978
only_coherence,Fair,"alpha=0.0,eps=0.02","Fair(alpha=0.0,eps=0.02)",0.6642333984375,0.6630126953125,-0.001220703125,-0.004638671875,0.001318359375,False,0.4664,1.0,False,False,False,0.008251953125000044,0.007031250000000044
only_coherence,Fair,"alpha=0.0,eps=0.05","Fair(alpha=0.0,eps=0.05)",0.6642333984375,0.6638916015625,-0.000341796875,-0.0048828125,0.004150390625,False,0.9058,1.0,False,False,False,0.007373046874999956,0.007031250000000044
only_coherence,Fair,"alpha=0.0,eps=0.1","Fair(alpha=0.0,eps=0.1)",0.6642333984375,0.6634521484375,-0.00078125,-0.00673828125,0.005323486328124983,False,0.8274,1.0,False,False,False,0.0078125,0.007031250000000044
only_coherence,Fair,"alpha=1.0,eps=0.02","Fair(alpha=1.0,eps=0.02)",0.6642333984375,0.6647216796875,0.00048828125,0.0,0.00146484375,False,0.7054,1.0,False,False,False,0.006542968750000044,0.007031250000000044
only_coherence,Fair,"alpha=1.0,eps=0.05","Fair(alpha=1.0,eps=0.05)",0.6642333984375,0.6647216796875,0.00048828125,0.0,0.00146484375,False,0.7054,1.0,False,False,False,0.006542968750000044,0.007031250000000044
only_coherence,Fair,"alpha=1.0,eps=0.1","Fair(alpha=1.0,eps=0.1)",0.6642333984375,0.6647216796875,0.00048828125,0.0,0.00146484375,False,0.7054,1.0,False,False,False,0.006542968750000044,0.007031250000000044
only_coherence,Fair,"alpha=2.0,eps=0.02","Fair(alpha=2.0,eps=0.02)",0.6642333984375,0.6642333984375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.007031250000000044,0.007031250000000044
only_coherence,Fair,"alpha=2.0,eps=0.05","Fair(alpha=2.0,eps=0.05)",0.6642333984375,0.6647216796875,0.00048828125,0.0,0.00146484375,False,0.7054,1.0,False,False,False,0.006542968750000044,0.007031250000000044
only_coherence,Fair,"alpha=2.0,eps=0.1","Fair(alpha=2.0,eps=0.1)",0.6642333984375,0.6647216796875,0.00048828125,0.0,0.00146484375,False,0.7054,1.0,False,False,False,0.006542968750000044,0.007031250000000044
only_complexity,Fair,"alpha=0.0,eps=0.02","Fair(alpha=0.0,eps=0.02)",0.4899169921875,0.489453125,-0.0004638671875,-0.0056396484375,0.005224609375,False,0.816,1.0,False,False,False,0.014477539062499989,0.014013671874999967
only_complexity,Fair,"alpha=0.0,eps=0.05","Fair(alpha=0.0,eps=0.05)",0.4899169921875,0.4866455078125,-0.003271484375,-0.0118896484375,0.005078125,False,0.448,1.0,False,False,False,0.01728515624999999,0.014013671874999967
only_complexity,Fair,"alpha=0.0,eps=0.1","Fair(alpha=0.0,eps=0.1)",0.4899169921875,0.4845458984375,-0.00537109375,-0.014697265625,0.003955078125,False,0.2614,1.0,False,False,False,0.019384765624999967,0.014013671874999967
only_complexity,Fair,"alpha=1.0,eps=0.02","Fair(alpha=1.0,eps=0.02)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
only_complexity,Fair,"alpha=1.0,eps=0.05","Fair(alpha=1.0,eps=0.05)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
only_complexity,Fair,"alpha=1.0,eps=0.1","Fair(alpha=1.0,eps=0.1)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
only_complexity,Fair,"alpha=2.0,eps=0.02","Fair(alpha=2.0,eps=0.02)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
only_complexity,Fair,"alpha=2.0,eps=0.05","Fair(alpha=2.0,eps=0.05)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
