p_name,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,method,params,status,lam_helpfulness,lam_correctness,lam_coherence,lam_complexity,lam_verbosity,dist_l2,dist_R,proxy_pRlam,min_delta,moved,usable,t_star,t_star_lp,u_alpha
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.5,eps=0.05",OK,0.177916491281559,0.24173789770417745,0.10670001666723104,0.1499974584611853,0.3236481358858471,0.00640892298431156,0.0064927731342106654,0.2468921235776903,-0.0047971069446996915,True,True,,,2.2370683880770397
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.5,eps=0.1",OK,0.18130846906157674,0.24399391852502686,0.10705238059330875,0.14877952338941658,0.3188657084306712,0.012817845026566844,0.012985545312417395,0.24637998499589117,-0.009594213134589658,True,True,,,3.163692454374668
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=1.0,eps=0.01",OK,0.17486209750247686,0.23970901380762613,0.10638716632362691,0.15109738825105026,0.32794433411521984,0.0006461120566762,0.0006545731320545881,0.2473516381967032,-0.00048755035428250427,True,True,,,-23.02360145026797
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=1.0,eps=0.02",OK,0.17519968238247668,0.23993615142401414,0.10642667941396118,0.15097938258763097,0.3274581041919171,0.0012922244363783248,0.0013091465810297928,0.24729901422520398,-0.0009751006575617893,True,True,,,-19.557865547468246
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=1.0,eps=0.05",OK,0.17621243517709267,0.24061756469313392,0.10654522021935686,0.15062536537156643,0.32599941453885006,0.0032305608060812403,0.0032728662108213223,0.24714114224768458,-0.0024377514706675515,True,True,,,-14.97641188809747
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=1.0,eps=0.1",OK,0.17790035724258665,0.24175325341507556,0.10674278736203752,0.150035337064497,0.3235682649158032,0.0064611218163359505,0.006545732622122664,0.24687802230568506,-0.0048755030069401566,True,True,,,-11.510675985297745
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=2.0,eps=0.01",OK,0.17469287939374925,0.2395958071038198,0.10636847998665164,0.15115736804713725,0.328185465468642,0.0003243477763263612,0.0003285951589805876,0.24737759727716063,-0.0002457209901077706,True,True,,,-499.8872199961882
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=2.0,eps=0.02",OK,0.174861245351463,0.23970973828250297,0.10638930719725234,0.15109934242036058,0.32794036674842103,0.0006486956419138898,0.0006571904122100202,0.24735093234200203,-0.0004914420746433115,True,True,,,-249.9436099980941
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=2.0,eps=0.05",OK,0.17536634330045237,0.2400515316359637,0.10645178856810052,0.15092526571960072,0.3272050707758828,0.0016217390228711079,0.0016429759418201447,0.24727093756524837,-0.001228605133255098,True,True,,,-99.97744399923764
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=2.0,eps=0.1",OK,0.17620817333819802,0.24062118712750571,0.10655592463850284,0.15063513753863544,0.32597957735715793,0.0032434782107128852,0.003285952063063205,0.24713761289063596,-0.0024572103751735945,True,True,,,-49.98872199961882
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Avg,rho=0.0,OK,0.9999999999999999,0.0,1.8041124150158794e-16,0.0,1.3877787807814457e-17,0.5175649410286974,0.5078509626823432,0.5696501320372588,-0.22601014211997453,True,True,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Avg,rho=0.1,OK,0.9999999999999998,1.3877787807814457e-16,0.0,8.326672684688674e-17,1.0408340855860843e-16,0.5175649410286974,0.5078509626823431,0.5696501320372588,-0.22601014211997444,True,True,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Avg,rho=0.2,OK,0.9999999999999999,1.222980050563649e-16,1.0755285551056204e-16,5.898059818321144e-17,0.0,0.5175649410286974,0.5078509626823432,0.5696501320372588,-0.22601014211997447,True,True,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Avg,rho=0.5,OK,0.833443863583494,6.891121245682086e-17,1.021860547567588e-17,0.16655613641650593,0.0,0.3149444427854237,0.30643796664437944,0.5149625465186938,-0.09364481512627983,True,True,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Cert,,FLOOR_COLLAPSED,0.5553245832636764,0.10721258024249719,0.07155429238060479,0.22826694407840123,0.03764160003482023,1.2813490069415586e-16,1.3159562016308157e-16,0.39721286437190056,-1.1441812986111087e-16,False,True,0.0,-0.0,
